,review,sentiment
881,"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.",0
882,This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.,0
883,This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.,0
884,A piece of cinematic garbage captured on celluloid.,0
885,Avoid at any and all costs.,0
886,"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.",0
887,Avoid this film at all costs.,0
888,"I don't know what happened in Season Five, what a mess.",0
889,The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.,0
890,Now this is a movie I really dislike.,0
891,It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.,0
892,"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.",0
893,"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.",0
894,There aren't death scenes like in previous movies and the f/x are terrible.,0
895,"I felt asleep the first time I watched it, so I can recommend it for insomniacs.",0
896,"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.",1
897,"The best part about ""Nurse Betty"" is it's unpredictability.",1
898,"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.",1
899,"Otherwise, don't even waste your time on this.",0
900,This one just fails to create any real suspense.,0
901,"As for the killer, don't expect anything original or even remotely frightening.",0
902,"There is, however, some pretty good acting (at least, for this type of film).",1
903,I'm so sorry but I really can't recommend it to anyone.,0
904,"One of the most boring,pointless movies I have ever seen.",0
905,The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.,0
906,Hated it.,0
907,This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.,0
908,"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!",0
909,I highly doubt that anyone could ever like this trash.,0
910,This is not movie-making.,0
911,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.",0
912,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!",0
913,I saw this short film on HBO the other day and absolutely loved it.,1
914,I didn't realize how wonderful the short really is until the last two scenes.,1
915,Excellent short film.,1
916,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.",1
917,"I agree with Jessica, this movie is pretty bad.",0
918,"Characters are one-dimensional, even the good guys and especially the bad guys.",0
919,The story line is totally predictable.,0
920,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.",1
921,I've seen soap operas more intelligent than this movie.,0
922,"Bad characters, bad story and bad acting.",0
923,Really awful.,0
924,Not easy to watch.,0
925,"Funny, clever, hip - just like Pray's previous film, Hype!",1
926,It was a long time that i didn't see a so charismatic actor on screen.,1
927,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.,1
928,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.,1
929,I rate this movie 9/10.,1
930,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.",1
931,The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.,1
932,"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".",1
933,For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.,1
934,"It never condescends, all the characters have good genuine hearts and believable problems.",1
935,The two main characters may be two of the most believable children I ever saw put on screen.,1
936,"They are so easy to love, but even more easy to identify with.",1
937,This movie is great--especially if you enjoy visual arts.,1
938,The scenery that the two daughters paint and photograph are beautiful.,1
939,The story is also both funny and poignant at times.,1
940,"People who like European films and ""art movies"" will like this movie.",1
941,This is truly an art movie--it actually has a lot of art in it.,1
942,Go rent it.,1
943,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.",1
944,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.",1
945,Brilliance indeed.,1
946,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.",1
947,Think of the film being like a dream.,1
948,Simply beautiful.,1
949,Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.,1
950,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.",1
951,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.,1
952,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.",0
953,"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.",0
954,The movie seemed a little slow at first.,0
955,But it picked up speed and got right to the point.,1
956,"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".",1
957,I enjoyed it.,1
958,I have recommended it to friends.,1
959,I was particularly pleased with the acting ability of Dwight Schultz.,1
960,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.",1
961,"Their on-screen chemistry, critical to the entire film, is genuine.",1
962,"The film's dialogue is natural, real to life.",1
963,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.",1
964,The incredible soundtrack truly captures the essence of the film.,1
965,"Each track commands sentiment, actually contributing to the scenes and characters.",1
966,Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.,1
967,"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.",1
968,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.",1
969,Enough can not be said of the remarkable animation in this film.,1
970,The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.,1
971,"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!",0
972,"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.",0
973,If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.,0
974,"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.",1
975,"Just consider the excellent story, solid acting and look of the film as added bonuses.",1
976,"Instead, we got a bore fest about a whiny, spoiled brat babysitting.",0
977,"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.",1
978,It is a very well acted and done TV Movie.,1
979,Judith Light is one of my favorite actresses and I think she does a superb job in this film!,1
980,I keep watching it over and over.,1
981,"It's a sad movie, but very good.",1
982,"If you have not seen this movie, I definitely recommend it!",1
983,"She is as lovely as usual, this cutie!",1
984,Still it's quite interesting and entertaining to follow.,1
985,;) Recommend with confidence!,1
986,This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.,1
987,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).,1
988,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.",1
989,"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.",1
990,Fans of the genre will be in heaven.,1
991,Lange had become a great actress.,1
992,It looked like a wonderful story.,1
993,I never walked out of a movie faster.,0
994,I just got bored watching Jessice Lange take her clothes off!,0
995,"Unfortunately, any virtue in this film's production work was lost on a regrettable script.",0
996,"In a word, it is embarrassing.",0
997,Exceptionally bad!,0
998,All in all its an insult to one's intelligence and a huge waste of money.,0
